,org_pin,dst_pin,dst_state,po_del,vol_wt,act_wt,obj_cost,service,period,price,gstPer,basePrice,gst,charge_wt,org_lat,org_long,org_hasMetroCity,org_isSpecialDest,org_po_del,org_state,dst_state1,dst_lat,dst_long,dst_hasMetroCity,dst_isSpecialDest,dst_po_del
334,800001,508254,TELANGANA,1,70,541,24175,PREMIUM,3 Day/s,625,18,625,95,541,25.6035833,85.137565,0,0,0,BIHAR,TELANGANA,17.2165501,79.2142519,1,0,1
335,800001,400709,MAHARASHTRA,1,3900,2383,6833,PREMIUM,2 Day/s,1920,18,1920,293,3907,25.6035833,85.137565,0,0,0,BIHAR,MAHARASHTRA,19.1035,73.0044167,1,0,1
336,800001,630307,TAMILNADU,0,20295,8868,18065,PREMIUM,4 Day/s,8085,18,8085,1233,20295,25.6035833,85.137565,0,0,0,BIHAR,TAMILNADU,78.71,10.09,1,0,0
337,492001,630307,TAMILNADU,0,3900,934,14086,PREMIUM,5 Day/s,2095,18,2095,320,3907,21.23855,81.6411,0,0,0,CHHATTISGARH,TAMILNADU,78.71,10.09,1,0,0
338,791113,630307,TAMILNADU,0,16105,9370,14985,PREMIUM,5 Day/s,6545,18,6545,998,16106,27.08675,93.60866667,0,1,1,ARUNACHALPRADESH,TAMILNADU,78.71,10.09,1,0,0
339,800001,431402,MAHARASHTRA,1,5775,3744,13682,PREMIUM,4 Day/s,3075,18,3075,469,5775,25.6035833,85.137565,0,0,0,BIHAR,MAHARASHTRA,76.8638,19.29725,1,0,1
340,800001,670306,KERALA,1,3900,2475,2690,PREMIUM,3 Day/s,2095,18,2095,320,3907,25.6035833,85.137565,0,0,0,BIHAR,KERALA,12.1525145,75.3222685,0,0,1
341,800001,629501,TAMILNADU,1,20295,10041,19981,PREMIUM,6 Day/s,8085,18,8085,1233,20295,25.6035833,85.137565,0,0,0,BIHAR,TAMILNADU,8.120652799999998,77.41,1,0,1
342,800001,229801,UTTARPRADESH,1,2170,2057,6872,PREMIUM,5 Day/s,1360,18,1360,207,2171,25.6035833,85.137565,0,0,0,BIHAR,UTTARPRADESH,26.4445,81.3345,0,0,1
343,800001,229801,UTTARPRADESH,1,2170,676,21255,PREMIUM,5 Day/s,1360,18,1360,207,2171,25.6035833,85.137565,0,0,0,BIHAR,UTTARPRADESH,26.4445,81.3345,0,0,1
344,800001,827004,JHARKHAND,1,380,386,19381,PREMIUM,3 Day/s,305,18,305,47,386,25.6035833,85.137565,0,0,0,BIHAR,JHARKHAND,23.6736944,86.1475833,0,0,1
345,800001,396035,GUJARAT,1,70,35,14787,PREMIUM,5 Day/s,380,18,380,58,79,25.6035833,85.137565,0,0,0,BIHAR,GUJARAT,20.6347795,72.97575,0,0,1
346,800001,390011,GUJARAT,1,2605,2858,22440,PREMIUM,5 Day/s,1605,18,1605,245,2858,25.6035833,85.137565,0,0,0,BIHAR,GUJARAT,22.2781944,73.1944722,0,0,1
347,800001,110016,DELHI,0,70,358,20567,PREMIUM,1 Day/s,345,18,345,53,358,25.6035833,85.137565,0,0,0,BIHAR,DELHI,28.54590275,77.19908335,1,0,0
348,571201,110016,DELHI,0,321,241,10909,PREMIUM,2 Day/s,345,18,345,53,322,12.4223611,75.730522,1,0,0,KARNATAKA,DELHI,28.54590275,77.19908335,1,0,0
349,800001,303904,RAJASTHAN,1,321,89,20090,PREMIUM,4 Day/s,380,18,380,58,322,25.6035833,85.137565,0,0,0,BIHAR,RAJASTHAN,26.79353955,75.71608549999999,0,0,1
350,800001,577111,KARNATAKA,1,70,283,23749,PREMIUM,6 Day/s,380,18,380,58,283,25.6035833,85.137565,0,0,0,BIHAR,KARNATAKA,13.2352513,75.6520976,1,0,1
351,800001,754102,ODISHA,1,70,31,12797,PREMIUM,9 Day/s,380,18,380,58,79,25.6035833,85.137565,0,0,0,BIHAR,ODISHA,20.3037724,86.09125865,0,0,1
352,562157,470113,MADHYAPRADESH,0,3900,5531,6145,PREMIUM,5 Day/s,3075,18,3075,469,5531,13.1602361,77.65,1,0,1,KARNATAKA,MADHYAPRADESH,24.296777,78.22625199999999,0,0,0
353,562157,695028,KERALA,1,15118,12457,15357,PREMIUM,4 Day/s,3280,18,3280,500,15119,13.1602361,77.65,1,0,1,KARNATAKA,KERALA,8.59,76.93,0,0,1
354,562157,742122,WESTBENGAL,1,2170,1030,18282,PREMIUM,8 Day/s,1360,18,1360,207,2171,13.1602361,77.65,1,0,1,KARNATAKA,WESTBENGAL,24.2273,88.2581,1,0,1
355,562157,742122,WESTBENGAL,1,2170,1927,22659,PREMIUM,8 Day/s,1360,18,1360,207,2171,13.1602361,77.65,1,0,1,KARNATAKA,WESTBENGAL,24.2273,88.2581,1,0,1
356,562157,845451,BIHAR,1,1800,1220,5714,PREMIUM,1 Day/s,1115,18,1115,170,1800,13.1602361,77.65,1,0,1,KARNATAKA,BIHAR,27.1292153,84.4999322,0,0,1
357,562157,756130,ODISHA,1,20295,21612,1567,PREMIUM,4 Day/s,8470,18,8470,1292,21612,13.1602361,77.65,1,0,1,KARNATAKA,ODISHA,20.9863889,86.6602633,0,0,1
358,562157,756130,ODISHA,1,20295,7474,20965,PREMIUM,4 Day/s,8085,18,8085,1233,20295,13.1602361,77.65,1,0,1,KARNATAKA,ODISHA,20.9863889,86.6602633,0,0,1
359,562157,582116,KARNATAKA,0,7854,10457,7726,PREMIUM,3 Day/s,1485,18,1485,227,10457,13.1602361,77.65,1,0,1,KARNATAKA,KARNATAKA,15.1274962,75.5218236,1,0,0
360,562157,201003,UTTARPRADESH,1,657,1161,19061,PREMIUM,1 Day/s,760,18,760,116,1161,13.1602361,77.65,1,0,1,KARNATAKA,UTTARPRADESH,28.722966,77.404928,0,0,1
361,562157,642205,TAMILNADU,1,1800,584,9488,PREMIUM,5 Day/s,695,18,695,106,1800,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,10.66035,77.2028,1,0,1
362,562157,642205,TAMILNADU,1,1800,356,16585,PREMIUM,5 Day/s,695,18,695,106,1800,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,10.66035,77.2028,1,0,1
363,737102,642205,TAMILNADU,1,380,911,17286,PREMIUM,7 Day/s,625,18,625,95,911,27.355,88.595,0,1,0,SIKKIM,TAMILNADU,10.66035,77.2028,1,0,1
364,562157,495004,CHHATTISGARH,0,2605,1277,6184,PREMIUM,2 Day/s,1605,18,1605,245,2606,13.1602361,77.65,1,0,1,KARNATAKA,CHHATTISGARH,22.05943,82.16828,0,0,0
365,562157,608703,TAMILNADU,0,20295,9730,15217,PREMIUM,4 Day/s,4305,18,4305,657,20295,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,11.41,79.4,1,0,0
366,562157,608703,TAMILNADU,0,20295,26589,7983,PREMIUM,4 Day/s,4320,18,4320,659,26589,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,11.41,79.4,1,0,0
367,492001,608703,TAMILNADU,0,361,388,3394,PREMIUM,5 Day/s,380,18,380,58,388,21.23855,81.6411,0,0,0,CHHATTISGARH,TAMILNADU,11.41,79.4,1,0,0
368,492001,608703,TAMILNADU,0,361,319,6245,PREMIUM,5 Day/s,380,18,380,58,362,21.23855,81.6411,0,0,0,CHHATTISGARH,TAMILNADU,11.41,79.4,1,0,0
369,562157,335512,RAJASTHAN,0,2605,1749,9656,PREMIUM,4 Day/s,1605,18,1605,245,2606,13.1602361,77.65,1,0,1,KARNATAKA,RAJASTHAN,29.636531,74.297166,0,0,0
370,562157,689574,KERALA,1,1347,255,22963,PREMIUM,2 Day/s,565,18,565,86,1347,13.1602361,77.65,1,0,1,KARNATAKA,KERALA,9.18,76.89,0,0,1
371,282001,689574,KERALA,1,1800,979,2049,PREMIUM,2 Day/s,1115,18,1115,170,1800,27.1476412,78.0023717,0,0,0,UTTARPRADESH,KERALA,9.18,76.89,0,0,1
372,562157,600050,TAMILNADU,0,321,824,21713,PREMIUM,1 Day/s,435,18,435,66,824,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,13.08305555,80.14786665,1,0,0
373,342001,600050,TAMILNADU,0,11048,15084,7855,PREMIUM,2 Day/s,5600,18,5600,854,15084,26.2872222,73.0171389,0,0,0,RAJASTHAN,TAMILNADU,13.08305555,80.14786665,1,0,0
374,562157,521109,ANDHRAPRADESH,1,7854,5602,3615,PREMIUM,2 Day/s,2255,18,2255,344,7854,13.1602361,77.65,1,0,1,KARNATAKA,ANDHRAPRADESH,16.5905323,80.8922876,0,0,1
375,562157,521109,ANDHRAPRADESH,1,7854,8405,15085,PREMIUM,2 Day/s,2385,18,2385,364,8405,13.1602361,77.65,1,0,1,KARNATAKA,ANDHRAPRADESH,16.5905323,80.8922876,0,0,1
376,562157,695605,KERALA,1,20295,7870,13949,PREMIUM,6 Day/s,4305,18,4305,657,20295,13.1602361,77.65,1,0,1,KARNATAKA,KERALA,8.753342400000001,76.8040561,0,0,1
377,562157,612702,TAMILNADU,1,1800,668,4836,PREMIUM,2 Day/s,695,18,695,106,1800,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,10.95016665,79.3522639,1,0,1
378,562157,612702,TAMILNADU,1,1800,1165,22543,PREMIUM,2 Day/s,695,18,695,106,1800,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,10.95016665,79.3522639,1,0,1
379,562157,180006,JAMMUANDKASHMIR,0,3900,602,10201,PREMIUM,3 Day/s,2095,18,2095,320,3907,13.1602361,77.65,1,0,1,KARNATAKA,JAMMUANDKASHMIR,32.722836,74.8740985,0,1,0
380,562157,678010,KERALA,1,361,332,13150,PREMIUM,2 Day/s,305,18,305,47,362,13.1602361,77.65,1,0,1,KARNATAKA,KERALA,10.799571,76.642318,0,0,1
381,562157,673573,KERALA,1,16105,12599,22226,PREMIUM,4 Day/s,3485,18,3485,532,16106,13.1602361,77.65,1,0,1,KARNATAKA,KERALA,11.475,75.93,0,0,1
382,562157,673573,KERALA,1,16105,16128,16673,PREMIUM,4 Day/s,3485,18,3485,532,16128,13.1602361,77.65,1,0,1,KARNATAKA,KERALA,11.475,75.93,0,0,1
383,562157,522034,ANDHRAPRADESH,0,70,791,19472,PREMIUM,2 Day/s,435,18,435,66,791,13.1602361,77.65,1,0,1,KARNATAKA,ANDHRAPRADESH,16.371966999999998,80.43757400000001,0,0,0
384,562157,396145,GUJARAT,1,5775,2567,15270,PREMIUM,6 Day/s,3075,18,3075,469,5775,13.1602361,77.65,1,0,1,KARNATAKA,GUJARAT,20.42832,72.991319,0,0,1
385,562157,396145,GUJARAT,1,5775,5892,21843,PREMIUM,6 Day/s,3075,18,3075,469,5892,13.1602361,77.65,1,0,1,KARNATAKA,GUJARAT,20.42832,72.991319,0,0,1
386,562157,495671,CHHATTISGARH,0,15118,16493,3628,PREMIUM,4 Day/s,6545,18,6545,998,16493,13.1602361,77.65,1,0,1,KARNATAKA,CHHATTISGARH,22.049906,82.665559,0,0,0
387,562157,385320,GUJARAT,1,11048,15342,13238,PREMIUM,4 Day/s,6160,18,6160,940,15342,13.1602361,77.65,1,0,1,KARNATAKA,GUJARAT,24.068644,71.576149,0,0,1
388,562157,385320,GUJARAT,1,11048,13758,14806,PREMIUM,4 Day/s,5390,18,5390,822,13758,13.1602361,77.65,1,0,1,KARNATAKA,GUJARAT,24.068644,71.576149,0,0,1
389,562157,181205,JAMMUANDKASHMIR,1,70,611,18216,PREMIUM,5 Day/s,625,18,625,95,611,13.1602361,77.65,1,0,1,KARNATAKA,JAMMUANDKASHMIR,34.75832,74.814157,0,1,1
390,562157,431709,MAHARASHTRA,1,5775,6290,14768,PREMIUM,4 Day/s,3320,18,3320,506,6290,13.1602361,77.65,1,0,1,KARNATAKA,MAHARASHTRA,19.2,77.4,1,0,1
391,562157,431709,MAHARASHTRA,1,5775,1490,9509,PREMIUM,4 Day/s,3075,18,3075,469,5775,13.1602361,77.65,1,0,1,KARNATAKA,MAHARASHTRA,19.2,77.4,1,0,1
392,562157,614103,TAMILNADU,1,530,1046,17897,PREMIUM,4 Day/s,565,18,565,86,1046,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,10.74,79.51,1,0,1
393,562157,614103,TAMILNADU,1,530,1231,17874,PREMIUM,4 Day/s,565,18,565,86,1231,13.1602361,77.65,1,0,1,KARNATAKA,TAMILNADU,10.74,79.51,1,0,1
394,562157,713405,WESTBENGAL,1,2605,2743,21321,PREMIUM,6 Day/s,1605,18,1605,245,2743,13.1602361,77.65,1,0,1,KARNATAKA,WESTBENGAL,23.2788739,88.265,1,0,1
395,562157,143114,PUNJAB,1,321,454,22377,PREMIUM,4 Day/s,380,18,380,58,454,13.1602361,77.65,1,0,1,KARNATAKA,PUNJAB,31.68,75.23,0,0,1
396,562157,515003,ANDHRAPRADESH,1,1800,2208,2196,PREMIUM,1 Day/s,825,18,825,126,2208,13.1602361,77.65,1,0,1,KARNATAKA,ANDHRAPRADESH,14.6358333,77.6166389,0,0,1
397,685565,515003,ANDHRAPRADESH,1,7854,5950,3314,PREMIUM,3 Day/s,2255,19,2255,360,7854,10.033346,77.047526,0,0,1,KERALA,ANDHRAPRADESH,14.6358333,77.6166389,0,0,1
398,562157,678007,KERALA,1,16105,15518,21332,PREMIUM,2 Day/s,3485,18,3485,532,16106,13.1602361,77.65,1,0,1,KARNATAKA,KERALA,76.5019,10.7744,0,0,1
399,682304,678007,KERALA,1,1800,1620,15662,PREMIUM,1 Day/s,475,19,475,76,1800,9.9378333,76.3233611,0,0,1,KERALA,KERALA,76.5019,10.7744,0,0,1
400,562157,577003,KARNATAKA,1,2605,2539,21073,PREMIUM,1 Day/s,645,18,645,98,2606,13.1602361,77.65,1,0,1,KARNATAKA,KARNATAKA,14.45785795,75.9323249,1,0,1
401,562157,731233,WESTBENGAL,1,11048,5261,11062,PREMIUM,8 Day/s,4620,18,4620,705,11049,13.1602361,77.65,1,0,1,KARNATAKA,WESTBENGAL,24.114044,87.795724,1,0,1
402,122002,274702,UTTARPRADESH,1,16105,17635,5081,PREMIUM,6 Day/s,3690,18,3690,563,17635,28.466093,77.1058349,0,0,1,HARYANA,UTTARPRADESH,26.57,83.77,0,0,1
403,122002,144629,PUNJAB,1,3900,2158,8932,PREMIUM,4 Day/s,1215,18,1215,185,3907,28.466093,77.1058349,0,0,1,HARYANA,PUNJAB,31.0919,75.6593711,0,0,1
404,122002,813208,JHARKHAND,1,16105,11643,22052,PREMIUM,5 Day/s,6545,18,6545,998,16106,28.466093,77.1058349,0,0,1,HARYANA,JHARKHAND,25.03284,87.59,0,0,1
405,122002,813208,JHARKHAND,1,16105,15793,13500,PREMIUM,5 Day/s,6545,18,6545,998,16106,28.466093,77.1058349,0,0,1,HARYANA,JHARKHAND,25.03284,87.59,0,0,1
406,122002,400706,MAHARASHTRA,0,657,1074,16196,PREMIUM,1 Day/s,760,18,760,116,1074,28.466093,77.1058349,0,0,1,HARYANA,MAHARASHTRA,19.0375139,73.01759720000001,1,0,0
407,122002,613105,TAMILNADU,1,3900,961,22580,PREMIUM,6 Day/s,2095,18,2095,320,3907,28.466093,77.1058349,0,0,1,HARYANA,TAMILNADU,10.85,78.95,1,0,1
408,122002,683549,KERALA,1,361,306,3453,PREMIUM,4 Day/s,380,18,380,58,362,28.466093,77.1058349,0,0,1,HARYANA,KERALA,13.0517,76.37195,0,0,1
409,122002,690506,KERALA,1,1800,1057,23069,PREMIUM,4 Day/s,1115,18,1115,170,1800,28.466093,77.1058349,0,0,1,HARYANA,KERALA,9.191332,76.448688,0,0,1
410,122002,627757,TAMILNADU,1,3900,3009,23285,PREMIUM,4 Day/s,2095,18,2095,320,3907,28.466093,77.1058349,0,0,1,HARYANA,TAMILNADU,9.3217,77.4376,1,0,1
411,122002,273406,UTTARPRADESH,1,321,570,19074,PREMIUM,16 Day/s,435,18,435,66,570,28.466093,77.1058349,0,0,1,HARYANA,UTTARPRADESH,26.630119,83.296083,0,0,1
412,122002,273406,UTTARPRADESH,1,321,434,19375,PREMIUM,16 Day/s,305,18,305,47,434,28.466093,77.1058349,0,0,1,HARYANA,UTTARPRADESH,26.630119,83.296083,0,0,1
413,122002,403726,GOA,1,15118,13795,16040,PREMIUM,4 Day/s,6160,18,6160,940,15119,28.466093,77.1058349,0,0,1,HARYANA,GOA,15.3753889,73.8800556,0,0,1
414,122002,458667,MADHYAPRADESH,1,20295,13355,20240,PREMIUM,4 Day/s,8085,18,8085,1233,20295,28.466093,77.1058349,0,0,1,HARYANA,MADHYAPRADESH,23.8792,76.1979,0,0,1
415,122002,700066,WESTBENGAL,1,361,275,11478,PREMIUM,1 Day/s,330,18,330,50,362,28.466093,77.1058349,0,0,1,HARYANA,WESTBENGAL,22.5727778,88.3475,1,0,1
416,793001,700066,WESTBENGAL,1,329,853,21215,PREMIUM,2 Day/s,435,18,435,66,853,25.576308335,91.889030555,0,1,0,MEGHALAYA,WESTBENGAL,22.5727778,88.3475,1,0,1
417,122002,607005,TAMILNADU,1,20295,20897,12034,PREMIUM,4 Day/s,8085,18,8085,1233,20897,28.466093,77.1058349,0,0,1,HARYANA,TAMILNADU,11.67,79.745,1,0,1
418,122002,341024,RAJASTHAN,1,329,709,24147,PREMIUM,5 Day/s,435,18,435,66,709,28.466093,77.1058349,0,0,1,HARYANA,RAJASTHAN,27.0045,74.0259,0,0,1
419,122002,341024,RAJASTHAN,1,329,1171,3569,PREMIUM,5 Day/s,565,18,565,86,1171,28.466093,77.1058349,0,0,1,HARYANA,RAJASTHAN,27.0045,74.0259,0,0,1
420,122002,620024,TAMILNADU,1,361,322,9762,PREMIUM,4 Day/s,380,18,380,58,362,28.466093,77.1058349,0,0,1,HARYANA,TAMILNADU,10.6759444,78.7431111,1,0,1
421,122002,273412,UTTARPRADESH,1,20295,7257,16366,PREMIUM,8 Day/s,4305,18,4305,657,20295,28.466093,77.1058349,0,0,1,HARYANA,UTTARPRADESH,26.857138,83.0591895,0,0,1
422,122002,852139,BIHAR,1,321,951,1651,PREMIUM,4 Day/s,625,18,625,95,951,28.466093,77.1058349,0,0,1,HARYANA,BIHAR,26.131709,86.610711,0,0,1
423,122002,560085,KARNATAKA,0,5775,2413,12371,PREMIUM,1 Day/s,2695,18,2695,411,5775,28.466093,77.1058349,0,0,1,HARYANA,KARNATAKA,12.9319519,77.5425557,1,0,0
424,122002,711403,WESTBENGAL,1,361,439,15798,PREMIUM,3 Day/s,380,18,380,58,439,28.466093,77.1058349,0,0,1,HARYANA,WESTBENGAL,22.5925677,88.3000212,1,0,1
425,122002,711403,WESTBENGAL,1,361,690,7433,PREMIUM,3 Day/s,625,18,625,95,690,28.466093,77.1058349,0,0,1,HARYANA,WESTBENGAL,22.5925677,88.3000212,1,0,1
426,122002,400607,MAHARASHTRA,0,20295,21684,23481,PREMIUM,1 Day/s,7550,18,7550,1152,21684,28.466093,77.1058349,0,0,1,HARYANA,MAHARASHTRA,19.2381255,72.98568175,1,0,0
427,122002,400607,MAHARASHTRA,0,20295,14951,3451,PREMIUM,1 Day/s,7200,18,7200,1098,20295,28.466093,77.1058349,0,0,1,HARYANA,MAHARASHTRA,19.2381255,72.98568175,1,0,0
428,122002,758035,ODISHA,0,321,961,12938,PREMIUM,4 Day/s,625,18,625,95,961,28.466093,77.1058349,0,0,1,HARYANA,ODISHA,22.0663366,85.3872616,0,0,0
429,122002,583123,KARNATAKA,1,11048,10104,17141,PREMIUM,4 Day/s,4620,18,4620,705,11049,28.466093,77.1058349,0,0,1,HARYANA,KARNATAKA,15.1865083,76.6297812,1,0,1
430,122002,574235,KARNATAKA,1,7854,10642,24359,PREMIUM,4 Day/s,4235,18,4235,646,10642,28.466093,77.1058349,0,0,1,HARYANA,KARNATAKA,12.72987525,75.08860535,1,0,1
431,122002,700152,WESTBENGAL,1,6363,4375,2253,PREMIUM,1 Day/s,3320,18,3320,506,6364,28.466093,77.1058349,0,0,1,HARYANA,WESTBENGAL,22.2832778,89.2292639,1,0,1
432,122002,800030,BIHAR,1,5775,5504,1328,PREMIUM,1 Day/s,3075,18,3075,469,5775,28.466093,77.1058349,0,0,1,HARYANA,BIHAR,25.3665654,85.5656596,0,0,1
433,160002,800030,BIHAR,1,1347,650,14810,PREMIUM,2 Day/s,870,18,870,133,1347,30.692051,76.7909167,0,0,0,CHANDIGARH,BIHAR,25.3665654,85.5656596,0,0,1
434,160002,800030,BIHAR,1,1347,451,14722,PREMIUM,2 Day/s,870,18,870,133,1347,30.692051,76.7909167,0,0,0,CHANDIGARH,BIHAR,25.3665654,85.5656596,0,0,1
435,122002,391220,GUJARAT,1,530,995,8550,PREMIUM,5 Day/s,625,18,625,95,995,28.466093,77.1058349,0,0,1,HARYANA,GUJARAT,15.59,73.18,0,0,1
436,834001,682028,KERALA,1,20295,22388,8664,PREMIUM,3 Day/s,8855,18,8855,1351,22388,23.366531,85.3222222,0,0,0,JHARKHAND,KERALA,9.9966111,76.3189722,0,0,1
437,834001,226501,UTTARPRADESH,1,1800,1164,9452,PREMIUM,7 Day/s,1115,18,1115,170,1800,23.366531,85.3222222,0,0,0,JHARKHAND,UTTARPRADESH,26.767679,81.107621,0,0,1
438,834001,226501,UTTARPRADESH,1,1800,1426,15075,PREMIUM,7 Day/s,1115,18,1115,170,1800,23.366531,85.3222222,0,0,0,JHARKHAND,UTTARPRADESH,26.767679,81.107621,0,0,1
439,834001,676106,KERALA,1,329,485,15027,PREMIUM,5 Day/s,380,18,380,58,485,23.366531,85.3222222,0,0,0,JHARKHAND,KERALA,10.9284512,75.9468611,0,0,1
440,834001,210421,UTTARPRADESH,1,7854,4002,18683,PREMIUM,7 Day/s,4055,18,4055,619,7854,23.366531,85.3222222,0,0,0,JHARKHAND,UTTARPRADESH,25.486555,79.76810165,0,0,1
441,834001,721151,WESTBENGAL,1,16105,13186,12824,PREMIUM,4 Day/s,3485,18,3485,532,16106,23.366531,85.3222222,0,0,0,JHARKHAND,WESTBENGAL,22.39925,87.7745,1,0,1
442,734001,721151,WESTBENGAL,1,11048,11696,10114,PREMIUM,4 Day/s,1620,18,1620,247,11696,26.71475,88.42768054999999,1,0,0,WESTBENGAL,WESTBENGAL,22.39925,87.7745,1,0,1
443,834001,695588,KERALA,1,361,990,15634,PREMIUM,3 Day/s,625,18,625,95,990,23.366531,85.3222222,0,0,0,JHARKHAND,KERALA,8.5736733,76.8495128,0,0,1
444,834001,531126,ANDHRAPRADESH,1,361,688,24248,PREMIUM,5 Day/s,625,18,625,95,688,23.366531,85.3222222,0,0,0,JHARKHAND,ANDHRAPRADESH,17.4034449,82.61877580000001,0,0,1
445,834001,222125,UTTARPRADESH,1,20295,25000,11632,PREMIUM,5 Day/s,9625,18,9625,1468,25000,23.366531,85.3222222,0,0,0,JHARKHAND,UTTARPRADESH,25.89,82.45,0,0,1
446,834001,518501,ANDHRAPRADESH,0,5775,985,6035,PREMIUM,3 Day/s,3075,18,3075,469,5775,23.366531,85.3222222,0,0,0,JHARKHAND,ANDHRAPRADESH,15.4893889,78.4689167,0,0,0
447,834001,534269,ANDHRAPRADESH,1,657,821,5492,PREMIUM,4 Day/s,625,18,625,95,821,23.366531,85.3222222,0,0,0,JHARKHAND,ANDHRAPRADESH,16.60504528,81.83743378,0,0,1
448,834001,741506,WESTBENGAL,1,5775,2773,6089,PREMIUM,4 Day/s,1735,18,1735,265,5775,23.366531,85.3222222,0,0,0,JHARKHAND,WESTBENGAL,23.417143,88.697653,1,0,1
449,834001,391440,GUJARAT,1,16105,14167,16125,PREMIUM,7 Day/s,6545,18,6545,998,16106,23.366531,85.3222222,0,0,0,JHARKHAND,GUJARAT,15.59,72.92,0,0,1
450,131001,391440,GUJARAT,1,70,274,12787,PREMIUM,5 Day/s,380,18,380,58,274,29.00770835,76.96,0,0,0,HARYANA,GUJARAT,15.59,72.92,0,0,1
451,834001,572227,KARNATAKA,1,15118,17850,3834,PREMIUM,4 Day/s,6930,18,6930,1057,17850,23.366531,85.3222222,0,0,0,JHARKHAND,KARNATAKA,13.2493221,76.727064,1,0,1
452,834001,144632,PUNJAB,1,5775,4131,7351,PREMIUM,7 Day/s,3075,18,3075,469,5775,23.366531,85.3222222,0,0,0,JHARKHAND,PUNJAB,31.20136875,75.77038745,0,0,1
453,834001,144632,PUNJAB,1,5775,2750,16109,PREMIUM,7 Day/s,3075,18,3075,469,5775,23.366531,85.3222222,0,0,0,JHARKHAND,PUNJAB,31.20136875,75.77038745,0,0,1
454,834001,402204,MAHARASHTRA,1,2170,1984,6648,PREMIUM,4 Day/s,1245,18,1245,190,2171,23.366531,85.3222222,0,0,0,JHARKHAND,MAHARASHTRA,18.6288807,72.9019996,1,0,1
455,834001,824211,BIHAR,0,380,1048,22867,PREMIUM,5 Day/s,565,18,565,86,1048,23.366531,85.3222222,0,0,0,JHARKHAND,BIHAR,24.55821,84.791432,0,0,0
456,834001,824211,BIHAR,0,380,1085,2676,PREMIUM,5 Day/s,565,18,565,86,1085,23.366531,85.3222222,0,0,0,JHARKHAND,BIHAR,24.55821,84.791432,0,0,0
457,834001,576213,KARNATAKA,0,329,42,15142,PREMIUM,4 Day/s,380,18,380,58,330,23.366531,85.3222222,0,0,0,JHARKHAND,KARNATAKA,13.4302042,74.7454526,1,0,0
458,208001,576213,KARNATAKA,0,7854,2905,12257,PREMIUM,4 Day/s,4055,18,4055,619,7854,26.4656944,80.3448889,0,0,0,UTTARPRADESH,KARNATAKA,13.4302042,74.7454526,1,0,0
459,737102,576213,KARNATAKA,0,1800,1970,7054,PREMIUM,5 Day/s,1115,18,1115,170,1970,27.355,88.595,0,1,0,SIKKIM,KARNATAKA,13.4302042,74.7454526,1,0,0
460,834001,625579,TAMILNADU,1,1800,1772,9397,PREMIUM,5 Day/s,1115,18,1115,170,1800,23.366531,85.3222222,0,0,0,JHARKHAND,TAMILNADU,9.726146,77.49099,1,0,1
461,834001,635117,TAMILNADU,1,329,1191,21987,PREMIUM,3 Day/s,870,18,870,133,1191,23.366531,85.3222222,0,0,0,JHARKHAND,TAMILNADU,12.733035,77.830152,1,0,1
462,834001,690539,KERALA,1,329,907,10012,PREMIUM,5 Day/s,625,18,625,95,907,23.366531,85.3222222,0,0,0,JHARKHAND,KERALA,9.051852,76.332077,0,0,1
463,834001,690539,KERALA,1,329,605,933,PREMIUM,5 Day/s,625,18,625,95,605,23.366531,85.3222222,0,0,0,JHARKHAND,KERALA,9.051852,76.332077,0,0,1
464,500032,690539,KERALA,1,321,212,21111,PREMIUM,5 Day/s,305,18,305,47,322,17.71083333,78.59573610999999,1,0,0,TELANGANA,KERALA,9.051852,76.332077,0,0,1
465,834001,846009,BIHAR,1,1347,1399,7413,PREMIUM,4 Day/s,565,18,565,86,1399,23.366531,85.3222222,0,0,0,JHARKHAND,BIHAR,26.1074,86.0165,0,0,1
466,834001,846009,BIHAR,1,1347,592,23509,PREMIUM,4 Day/s,565,18,565,86,1347,23.366531,85.3222222,0,0,0,JHARKHAND,BIHAR,26.1074,86.0165,0,0,1
467,796007,846009,BIHAR,1,11048,5119,12446,PREMIUM,8 Day/s,2460,18,2460,375,11049,23.741368,92.718002,0,1,0,MIZORAM,BIHAR,26.1074,86.0165,0,0,1
468,834001,400104,MAHARASHTRA,0,2170,1798,17607,PREMIUM,2 Day/s,1245,18,1245,190,2171,23.366531,85.3222222,0,0,0,JHARKHAND,MAHARASHTRA,19.1668611,72.8368611,1,0,0
469,834001,400104,MAHARASHTRA,0,2170,1499,8180,PREMIUM,2 Day/s,1245,18,1245,190,2171,23.366531,85.3222222,0,0,0,JHARKHAND,MAHARASHTRA,19.1668611,72.8368611,1,0,0
470,834001,643212,TAMILNADU,1,657,1410,24367,PREMIUM,5 Day/s,870,18,870,133,1410,23.366531,85.3222222,0,0,0,JHARKHAND,TAMILNADU,11.493697,76.44,1,0,1
