,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude,LatitudeNum,Latitide_upt,Latitide_diff
141672,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Sunderbani SO,185153,PO,Delivery,RAJOURI,JAMMU AND KASHMIR,33.0498889,74.4889722,33.0498889,1.0,32.0498889
141790,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Anantnag City SO,192122,PO,Non Delivery,ANANTNAG,JAMMU AND KASHMIR,30.0733056,74.8165556,30.0733056,235.6,-205.5266944
141797,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Tulmulla SO,191131,PO,Delivery,GANDERBAL,JAMMU AND KASHMIR,34.2204722,74.7326666,34.2204722,74.24,-40.01952779999999
141905,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Bijbehara SO,192124,PO,Delivery,ANANTNAG,JAMMU AND KASHMIR,33.8695556,74.9787778,33.8695556,60.2,-26.330444400000005
141921,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Safukadul SO,190002,PO,Non Delivery,SRINAGAR,JAMMU AND KASHMIR,2.5000000,3.6000000,2.5,34.0893611,-31.589361099999998
141961,Jharkhand Circle,DivReportingCircle,Giridih Division,Isri Bazar SO,825167,PO,Delivery,GIRIDIH,JHARKHAND,23.9982222,82.4022222,23.9982222,2355.0,-2331.0017778
141962,Jharkhand Circle,DivReportingCircle,Giridih Division,Kharagdiha SO,815314,PO,Delivery,GIRIDIH,JHARKHAND,24.4254427,86.1675460,24.4254427,247.0,-222.5745573
141975,Jharkhand Circle,DivReportingCircle,Giridih Division,Dhori SO,825102,PO,Delivery,BOKARO,JHARKHAND,23.7837000,85.9441000,23.7837,2343.0,-2319.2163
141976,Jharkhand Circle,DivReportingCircle,Giridih Division,Gomia SO,829111,PO,Delivery,BOKARO,JHARKHAND,23.8159189,85.8331704,23.8159189,2346.0,-2322.1840811
141977,Jharkhand Circle,DivReportingCircle,Giridih Division,IEGomia SO,829112,PO,Delivery,BOKARO,JHARKHAND,23.8077778,85.8245833,23.8077778,2340.0,-2316.1922222
141978,Jharkhand Circle,DivReportingCircle,Giridih Division,Jarangdih Colliery SO,829113,PO,Delivery,BOKARO,JHARKHAND,23.7667240,85.9166860,23.766724,2344.0,-2320.233276
142015,Madhya Pradesh Circle,DivReportingCircle,Vidisha Division,Panjra S.O,464776,PO,Delivery,RAISEN,MADHYA PRADESH,22.6829000,77.8188500,22.6829,47.77492,-25.09202
142016,Madhya Pradesh Circle,DivReportingCircle,Vidisha Division,Silwani S.O,464886,PO,Delivery,RAISEN,MADHYA PRADESH,23.3015700,78.4499000,23.30157,2.063052,21.238518000000003
142155,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Devakottai Extension S.O,630303,PO,Delivery,SIVAGANGA,TAMIL NADU,9.5600000,78.4900000,9.56,78.88,-69.32
142157,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Periyakarai S.O,630311,PO,Delivery,SIVAGANGA,TAMIL NADU,9.9176944,78.7743056,9.9176944,78.72,-68.8023056
142158,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Puliyal S.O,630312,PO,Delivery,SIVAGANGA,TAMIL NADU,9.8469167,78.8633889,9.8469167,78.85,-69.0030833
142159,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Shanmuganathapuram S.O,630314,PO,Delivery,SIVAGANGA,TAMIL NADU,9.9956667,78.8188333,9.9956667,78.83,-68.8343333
142265,Jharkhand Circle,DivReportingCircle,Giridih Division,Bagodar SO,825322,PO,Delivery,GIRIDIH,JHARKHAND,2404.0000000,8549.0000000,2404.0,246.0,2158.0
142266,Jharkhand Circle,DivReportingCircle,Giridih Division,Barganda SO,815301,PO,Non Delivery,GIRIDIH,JHARKHAND,2411.0000000,8618.0000000,2411.0,24.184713,2386.815287
142267,Jharkhand Circle,DivReportingCircle,Giridih Division,Beniadih SO,815311,PO,Delivery,GIRIDIH,JHARKHAND,256.0000000,8719.0000000,256.0,24.9,231.1
142268,Jharkhand Circle,DivReportingCircle,Giridih Division,Giridih  Town SO,815302,PO,Delivery,GIRIDIH,JHARKHAND,24.1863400,86.2351400,24.18634,249.0,-224.81366
142278,Jharkhand Circle,DivReportingCircle,Giridih Division,Dumri SO,825106,PO,Delivery,GIRIDIH,JHARKHAND,23.9974444,86.0032222,23.9974444,2358.0,-2334.0025556
142280,Jharkhand Circle,DivReportingCircle,Giridih Division,Jamua SO Giridh,815318,PO,Delivery,GIRIDIH,JHARKHAND,24.1806667,86.3123889,24.1806667,2412.0,-2387.8193333
142301,Maharashtra Circle,Mumbai Region,Mumbai City South Division,Secretariate SO,400032,PO,Non Delivery,MUMBAI,MAHARASHTRA,18.9284930,72.8302150,18.928493,72.8302,-53.901707
142303,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Palmar SO,182205,PO,Delivery,KISHTWAR,JAMMU AND KASHMIR,33.2252000,75.4327000,33.2252,1.0,32.2252
142304,Jammukashmir Circle,DivReportingCircle,Udhampur Division,District office Complex Reasi SO,182311,PO,Non Delivery,REASI,JAMMU AND KASHMIR,32.9258889,75.1381389,32.9258889,1.0,31.925888899999997
142307,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Batote SO,182143,PO,Delivery,RAMBAN,JAMMU AND KASHMIR,33.1216667,75.3233611,33.1216667,1.0,32.1216667
142313,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Doda SO Doda,182202,PO,Delivery,DODA,JAMMU AND KASHMIR,33.1405700,75.5556890,33.14057,1.0,32.14057
142314,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Kastigarh SO,182147,PO,Delivery,DODA,JAMMU AND KASHMIR,33.0930000,75.2700000,33.093,1.0,32.093
142315,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Khellani SO,182201,PO,Delivery,DODA,JAMMU AND KASHMIR,33.1405700,75.5556890,33.14057,1.0,32.14057
142316,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Mahore SO Udhampur,182315,PO,Delivery,REASI,JAMMU AND KASHMIR,33.1105000,74.4908000,33.1105,1.0,32.1105
142317,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Thathri SO,182203,PO,Delivery,DODA,JAMMU AND KASHMIR,23.0844100,75.4733000,23.08441,1.0,22.08441
142351,Jharkhand Circle,DivReportingCircle,Giridih Division,Bermo SO,829104,PO,Delivery,BOKARO,JHARKHAND,23.7673056,85.9874722,23.7673056,2547.0,-2523.2326944
142353,Jharkhand Circle,DivReportingCircle,Giridih Division,Jaridih Bazar SO,829114,PO,Delivery,BOKARO,JHARKHAND,23.7640000,85.9473500,23.764,2445.0,-2421.236
142411,Uttar Pradesh Circle,Agra Region,Aligarh Division,Khair SO,202138,PO,Delivery,ALIGARH,UTTAR PRADESH,27.9405000,77.8452222,27.9405,77.8872097,-49.9467097
142489,Bihar Circle,DivReportingCircle,Patna Division,BPSC SO,800001,PO,Non Delivery,PATNA,BIHAR,52.3905690,13.0644730,52.390569,25.6035833,26.7869857
142538,Andhra Pradesh Circle,Kurnool Region,Kurnool Division,Dhone S.O,518222,PO,Delivery,KURNOOL,ANDHRA PRADESH,14.67005556,77.60177778,14.67005556,0.0,14.67005556
142541,Andhra Pradesh Circle,Kurnool Region,Kurnool Division,Nandavaram S.O,518343,PO,Delivery,KURNOOL,ANDHRA PRADESH,15.85402778,77.48458333,15.85402778,0.0,15.85402778
142577,Kerala Circle,Calicut Region,Palghat Division,Chittur PG SO,678101,PO,Delivery,PALAKKAD,KERALA,10.7995710,76.6423180,10.799571,76.7052,-65.905629
142704,Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Darang SO,176060,PO,Delivery,KANGRA,HIMACHAL PRADESH,76.4456111,32.0881389,76.4456111,32.087356,44.358255099999994
142715,Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Malkher SO,176093,PO,Delivery,KANGRA,HIMACHAL PRADESH,76.4882222,31.9654444,76.4882222,31.987112,44.5011102
142754,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Budgam SO,191111,PO,Delivery,Budgam,JAMMU AND KASHMIR,34.0152500,74.7239722,34.01525,129.6,-95.58474999999999
142755,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Charsharief SO,191112,PO,Delivery,Budgam,JAMMU AND KASHMIR,33.8614722,74.7669444,33.8614722,60.5,-26.6385278
142756,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Khrew SO,191103,PO,Delivery,PULWAMA,JAMMU AND KASHMIR,34.0733056,74.8165556,34.0733056,97.8888,-63.815494400000006
142972,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Chenani SO,182141,PO,Delivery,UDHAMPUR,JAMMU AND KASHMIR,33.0389444,75.2846944,33.0389444,1.0,32.0389444
142973,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Jaganoo SO,182124,PO,Delivery,UDHAMPUR,JAMMU AND KASHMIR,32.8805555,75.1761666,32.8805555,1.0,31.8805555
142974,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Ramnagar SO Udhampur,182122,PO,Delivery,UDHAMPUR,JAMMU AND KASHMIR,33.0882027,74.6984888,33.0882027,1.0,32.0882027
142981,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Arnas SO,182313,PO,Delivery,REASI,JAMMU AND KASHMIR,33.1105000,74.4908000,33.1105,1.0,32.1105
142982,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Bhaderwah SO,182222,PO,Delivery,DODA,JAMMU AND KASHMIR,32.5848000,75.4305000,32.5848,1.0,31.5848
142983,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Katra SO Udhampur,182301,PO,Delivery,REASI,JAMMU AND KASHMIR,33.1105000,74.4908000,33.1105,1.0,32.1105
143014,Uttar Pradesh Circle,Agra Region,Aligarh Division,Kutchery SO Aligarh,202001,PO,Non Delivery,ALIGARH,UTTAR PRADESH,14.9092501,77.9959291,14.9092501,27.89755,-12.9882999
143181,Kerala Circle,Calicut Region,Thalassery Division,Paral SO,670671,PO,Delivery,KANNUR,KERALA,11.7533680,75.4909120,11.753368,75.56,-63.806632
143258,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Kishtwar SO,182204,PO,Delivery,KISHTWAR,JAMMU AND KASHMIR,32.5941000,75.4200000,32.5941,1.0,31.594099999999997
143259,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Poni SO,185203,PO,Delivery,REASI,JAMMU AND KASHMIR,33.0882027,74.6984888,33.0882027,1.0,32.0882027
143357,Bihar Circle,DivReportingCircle,Patna Division,LAI S.O,801112,PO,Delivery,PATNA,BIHAR,9.3982270,16.3051770,9.398227,25.6035876,-16.2053606
143420,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Ghogha SO,813205,PO,Delivery,BHAGALPUR,BIHAR,25.2129000,87.1618000,25.2129,85.254,-60.0411
143421,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kahalgaon SO,813203,PO,Delivery,BHAGALPUR,BIHAR,25.2657222,87.2353611,25.2657222,87.2628853,-61.997163099999995
143424,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Sultanganj SO Bhagalpur,813213,PO,Delivery,BHAGALPUR,BIHAR,25.2496944,86.9869722,25.2496944,84.425,-59.1753056
143516,Jharkhand Circle,DivReportingCircle,Giridih Division,Bokaro Thermal SO,829107,PO,Delivery,BOKARO,JHARKHAND,23.7880556,85.8842500,23.7880556,2350.0,-2326.2119444
143548,Jammukashmir Circle,DivReportingCircle,Srinagar Division,Bagh Mehtab SO,190019,PO,Delivery,SRINAGAR,JAMMU AND KASHMIR,34.0165000,74.8125278,34.0165,113.3,-79.2835
143634,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Neebkarori SO,209652,PO,Delivery,FARRUKHABAD,UTTAR PRADESH,27.3696944,79.6315278,27.3696944,79.470317,-52.100622599999994
143635,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Roshnabad SO,209745,PO,Delivery,FARRUKHABAD,UTTAR PRADESH,27.4613333,79.4746944,27.4613333,79.343696,-51.882362699999995
143636,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Saraimira SO,209727,PO,Delivery,KANNAUJ,UTTAR PRADESH,27.0285833,79.9259167,27.0285833,79.925903,-52.897319700000004
143637,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Talgram SO,209731,PO,Delivery,KANNAUJ,UTTAR PRADESH,27.0454444,79.6460556,27.0454444,84.054731,-57.0092866
143638,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Thathia SO,209734,PO,Delivery,KANNAUJ,UTTAR PRADESH,26.9215000,79.8997500,26.9215,79.925903,-53.004403
143639,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Tirwa SO,209732,PO,Delivery,KANNAUJ,UTTAR PRADESH,26.9618889,79.7911389,26.9618889,79.792379,-52.83049009999999
143663,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Chhipatti SO,209725,PO,Non Delivery,KANNAUJ,UTTAR PRADESH,27.0567778,79.9177778,27.0567778,79.579566,-52.5227882
143664,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Distt Jail SO Farrukhabad,209601,PO,Non Delivery,FARRUKHABAD,UTTAR PRADESH,80.9367460,26.8847990,80.936746,27.369645,53.567101
143731,Kerala Circle,Calicut Region,Palghat Division,Ayalur SO,678510,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.5772,-65.935015
143733,Kerala Circle,Calicut Region,Palghat Division,Nemmara SO,678508,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.6482,-66.006015
143734,Kerala Circle,Calicut Region,Palghat Division,Palampalakode SO,678544,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.4866,-65.844415
143768,Kerala Circle,Calicut Region,Palghat Division,Paruthipulli SO,678573,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.4722,-65.830015
143769,Kerala Circle,Calicut Region,Palghat Division,Kallekulangara SO,678009,PO,Delivery,PALAKKAD,KERALA,10.7995710,76.6423180,10.799571,76.6563,-65.856729
143770,Kerala Circle,Calicut Region,Palghat Division,Kongad SO,678631,PO,Delivery,PALAKKAD,KERALA,10.7995710,76.6423180,10.799571,76.5217,-65.722129
143771,Kerala Circle,Calicut Region,Palghat Division,Mannur SO Palakkad,678642,PO,Delivery,PALAKKAD,KERALA,10.7995710,76.6423180,10.799571,76.498,-65.698429
143772,Kerala Circle,Calicut Region,Palghat Division,Muttikulangara SO,678594,PO,Delivery,PALAKKAD,KERALA,10.7995710,76.6423180,10.799571,76.5761,-65.776529
143830,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Garhi SO Udhampur,182121,PO,Delivery,UDHAMPUR,JAMMU AND KASHMIR,33.1105000,74.4908000,33.1105,1.0,32.1105
143831,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Majouri SO,182128,PO,Delivery,UDHAMPUR,JAMMU AND KASHMIR,32.4852000,75.2911000,32.4852,1.0,31.4852
143832,Jammukashmir Circle,DivReportingCircle,Udhampur Division,Roan SO,182126,PO,Delivery,UDHAMPUR,JAMMU AND KASHMIR,32.7241944,75.1791111,32.7241944,1.0,31.724194400000002
143868,Uttar Pradesh Circle,Kanpur Region,Banda Division,Banda Kutchery SO,210001,PO,Non Delivery,BANDA,UTTAR PRADESH,80.3327730,25.4831790,80.332773,25.376267,54.956506000000005
143895,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Nawabganj SO Farrukhabad,209501,PO,Delivery,FARRUKHABAD,UTTAR PRADESH,27.3696944,79.6315278,27.3696944,79.343696,-51.974001599999994
143903,Bihar Circle,"East Region, Bhagalpur",Saharsa Division,Janardanpur SO,852133,PO,Delivery,SUPAUL,BIHAR,12.1668056,77.1065556,12.1668056,26.2220858,-14.055280199999999
143904,Bihar Circle,"East Region, Bhagalpur",Munger Division,Asarganj SO,813201,PO,Delivery,MUNGER,BIHAR,25.3288888,86.7863888,25.3288888,84.925,-59.596111199999996
143917,Bihar Circle,"East Region, Bhagalpur",Munger Division,TARAPUR SO,813221,PO,Delivery,MUNGER,BIHAR,25.0953160,86.6649400,25.095316,86.5568,-61.461484
143930,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Naushera SO,185151,PO,Delivery,RAJOURI,JAMMU AND KASHMIR,33.3720278,74.3091944,33.3720278,1.0,32.3720278
143931,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Thanamandi SO,185212,PO,Delivery,RAJOURI,JAMMU AND KASHMIR,33.3228000,77.2217000,33.3228,1.0,32.3228
143951,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Dharamsal Mendhar SO,185211,PO,Delivery,POONCH,JAMMU AND KASHMIR,33.7671250,74.0920330,33.767125,1.0,32.767125
143952,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Lamberi SO,185152,PO,Delivery,RAJOURI,JAMMU AND KASHMIR,33.1225833,74.3572222,33.1225833,1.0,32.1225833
143953,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Samote SO,185121,PO,Delivery,POONCH,JAMMU AND KASHMIR,33.3816000,75.1543000,33.3816,1.0,32.3816
143984,Bihar Circle,"East Region, Bhagalpur",Munger Division,Barhiya SO,811302,PO,Delivery,LAKHISARAI,BIHAR,25.2835530,86.0172590,25.283553,86.0263617,-60.7428087
143986,Bihar Circle,"East Region, Bhagalpur",Munger Division,Surajgaraha SO,811106,PO,Delivery,LAKHISARAI,BIHAR,25.2596667,86.2313611,25.2596667,86.1926748,-60.93300810000001
144334,Kerala Circle,Calicut Region,Palghat Division,Kavasseri SO,678543,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.4866,-65.844415
144335,Kerala Circle,Calicut Region,Palghat Division,Kollengode SO,678506,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.7,-66.057815
144336,Kerala Circle,Calicut Region,Palghat Division,Kottayi SO,678572,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.4722,-65.830015
144337,Kerala Circle,Calicut Region,Palghat Division,Kunisseri SO,678681,PO,Delivery,PALAKKAD,KERALA,10.6421850,76.5448260,10.642185,76.5019,-65.85971500000001
144376,Bihar Circle,"East Region, Bhagalpur",Nawadha Division,Mehus SO,811102,PO,Delivery,SHEIKHPURA,BIHAR,25.1417690,85.8618020,25.141769,85.862891,-60.72112200000001
144423,Kerala Circle,DivReportingCircle,Trivandrum North Division,Anjengo SO,695309,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.4024380,76.4529440,8.402438,76.77,-68.36756199999999
144426,Kerala Circle,DivReportingCircle,Trivandrum North Division,Chirayinkeezhu SO,695304,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.6518611,76.7864444,8.6518611,76.81,-68.1581389
144431,Kerala Circle,DivReportingCircle,Trivandrum North Division,Kizhuvalam SO,695104,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.4001300,76.4814510,8.40013,76.85,-68.44986999999999
144432,Kerala Circle,DivReportingCircle,Trivandrum North Division,Kudavur SO,695313,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.1400000,76.2300000,8.14,76.87,-68.73
144435,Kerala Circle,DivReportingCircle,Trivandrum North Division,Pothencode SO,695584,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.6178889,76.8855833,8.6178889,76.91,-68.2921111
144452,Kerala Circle,DivReportingCircle,Trivandrum North Division,Kadakkavur SO,695306,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.6685556,76.7705000,8.6685556,76.77,-68.10144439999999
144459,Kerala Circle,DivReportingCircle,Trivandrum North Division,Vembayam SO,695615,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.3321540,76.5612580,8.332154,76.93,-68.597846
144479,Kerala Circle,DivReportingCircle,Trivandrum North Division,Perunguzhi SO,695305,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.6189722,76.8022500,8.6189722,76.83,-68.2110278
144481,Kerala Circle,DivReportingCircle,Trivandrum North Division,Puthencurichy SO,695303,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.3647960,76.4825980,8.364796,76.8,-68.435204
144483,Kerala Circle,DivReportingCircle,Trivandrum North Division,Vadasserikonam SO,695143,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.7525000,76.7686667,8.7525,76.74,-67.9875
144486,Kerala Circle,DivReportingCircle,Trivandrum North Division,Moongode SO,695144,PO,Delivery,THIRUVANANTHAPURAM,KERALA,8.3617390,76.5433700,8.361739,76.77,-68.408261
144611,Bihar Circle,"East Region, Bhagalpur",Munger Division,Bariarpur SO Munger,811211,PO,Delivery,MUNGER,BIHAR,25.16582888,86.3438841,25.16582888,86.5930592,-61.42723032
144612,Bihar Circle,"East Region, Bhagalpur",Munger Division,Basudeopur SO,811202,PO,Delivery,MUNGER,BIHAR,25.3870440,86.4819640,25.387044,86.4735251,-61.0864811
144613,Bihar Circle,"East Region, Bhagalpur",Munger Division,Haweli Kharagpur SO,811213,PO,Delivery,MUNGER,BIHAR,25.1217500,86.5498056,25.12175,86.473525,-61.351774999999996
144615,Bihar Circle,"East Region, Bhagalpur",Munger Division,Munger Fort SO,811201,PO,Non Delivery,MUNGER,BIHAR,25.3720100,86.4903000,25.37201,85.9820923,-60.6100823
144616,Bihar Circle,"East Region, Bhagalpur",Munger Division,NDRoad Munger SO,811201,PO,Non Delivery,MUNGER,BIHAR,25.3726200,86.4903210,25.37262,85.9820923,-60.60947230000001
144806,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Barahat SO,813103,PO,Delivery,BANKA,BIHAR,24.9143610,87.0061920,24.914361,86.9847382,-62.070377199999996
144812,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,S R Sultanganj SO,813213,PO,Non Delivery,BHAGALPUR,BIHAR,25.2420700,86.7325900,25.24207,84.425,-59.18293
144832,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Sarai Prayag SO,209735,PO,Delivery,KANNAUJ,UTTAR PRADESH,27.1245833,79.0000000,27.1245833,79.579566,-52.4549827
144833,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Saurikh SO,209728,PO,Delivery,KANNAUJ,UTTAR PRADESH,27.0318333,79.4891944,27.0318333,79.490421,-52.458587699999995
144903,Telangana Circle,Hyderabad Region,Nizamabad Division,Rudrur S.O,503188,PO,Delivery,NIZAMABAD,TELANGANA,18.5799167,77.8761389,18.5799167,83.6118,-65.0318833
144955,Uttar Pradesh Circle,Kanpur Region,Banda Division,Banda Aliganj SO,210001,PO,Non Delivery,BANDA,UTTAR PRADESH,80.3399530,25.4638780,80.339953,25.376267,54.963685999999996
144994,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Kandanur S.O,630104,PO,Delivery,SIVAGANGA,TAMIL NADU,9.8535833,78.4873611,9.8535833,78.85,-68.9964167
144995,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Kilasevalpatti S.O,630205,PO,Delivery,SIVAGANGA,TAMIL NADU,9.8535833,78.4873611,9.8535833,78.66,-68.8064167
144996,Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Nerkuppai S.O,630405,PO,Delivery,SIVAGANGA,TAMIL NADU,9.8535833,78.4873611,9.8535833,78.56,-68.7064167
145065,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Kampil SO,209505,PO,Delivery,FARRUKHABAD,UTTAR PRADESH,27.6156389,79.2821667,27.6156389,79.276345,-51.660706100000006
145066,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Kannauj SO,209725,PO,Delivery,KANNAUJ,UTTAR PRADESH,27.0551667,79.9180556,27.0551667,79.579566,-52.5243993
145067,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Kannauj Samachar SO,209725,PO,Non Delivery,KANNAUJ,UTTAR PRADESH,27.0561667,79.9179722,27.0561667,79.579566,-52.5233993
145070,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Nehru Road SO Farrukhabad,209625,PO,Non Delivery,FARRUKHABAD,UTTAR PRADESH,79.5773380,27.3895640,79.577338,27.389564,52.187774
145073,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Umarda SO,209738,PO,Delivery,KANNAUJ,UTTAR PRADESH,26.8576111,79.0000000,26.8576111,79.723161,-52.865549900000005
145078,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Bibiganj SO Farrukhabad,209625,PO,Non Delivery,FARRUKHABAD,UTTAR PRADESH,80.9079410,26.8684790,80.907941,27.389564,53.518376999999994
145079,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Indergarh SO Kannauj,209723,PO,Delivery,KANNAUJ,UTTAR PRADESH,27.0514410,79.9141430,27.051441,79.64511,-52.593669000000006
145084,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Sakrawa SO,209747,PO,Delivery,KANNAUJ,UTTAR PRADESH,26.9971111,79.0000000,26.9971111,79.439573,-52.4424619
145085,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Shamsabad SO Farrukhabad,209503,PO,Delivery,FARRUKHABAD,UTTAR PRADESH,27.3696944,79.6315278,27.3696944,78.038981,-50.66928660000001
145096,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Goregaon S.O (Hingoli),431703,PO,Delivery,HINGOLI,MAHARASHTRA,20.2310610,75.4485170,20.231061,76.9805016,-56.7494406
145097,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Kalamnuri S.O,431702,PO,Delivery,HINGOLI,MAHARASHTRA,20.2310610,75.4485170,20.231061,77.1312546,-56.90019360000001
145099,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Mantha S.O,431504,PO,Delivery,JALNA,MAHARASHTRA,20.2310610,75.4485170,20.231061,75.887177,-55.656116
145100,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Satona S.O,431502,PO,Delivery,JALNA,MAHARASHTRA,20.2310610,75.4485170,20.231061,76.21106,-55.97999900000001
145101,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Sengaon S.O,431542,PO,Delivery,HINGOLI,MAHARASHTRA,20.2310610,75.4485170,20.231061,76.52683,-56.29576900000001
145152,Bihar Circle,"East Region, Bhagalpur",Munger Division,Munger Town SO,811201,PO,Non Delivery,MUNGER,BIHAR,25.3726000,86.4903000,25.3726,85.9820923,-60.60949230000001
145154,Bihar Circle,"East Region, Bhagalpur",Munger Division,Ganga Darshan SO,811201,PO,Non Delivery,MUNGER,BIHAR,25.3127170,86.4906090,25.312717,85.9820923,-60.669375300000006
145181,Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Daroh SO,176092,PO,Delivery,KANGRA,HIMACHAL PRADESH,76.5059167,31.8463889,76.5059167,31.997008,44.5089087
145208,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Satwas S.O,455459,PO,Delivery,DEWAS,MADHYA PRADESH,22.5300000,76.6800000,22.53,42.803454,-20.273454
145235,Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Sikanderpur SO Kannauj,209729,PO,Delivery,KANNAUJ,UTTAR PRADESH,27.0514410,79.9141430,27.051441,84.054731,-57.00329000000001
145236,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Gangakhed S.O,431514,PO,Delivery,PARBHANI,MAHARASHTRA,20.2310610,75.4485170,20.231061,76.749301,-56.518240000000006
145264,Uttar Pradesh Circle,Kanpur Region,Kanpur City Division,RBI Colony SO,208011,PO,Non Delivery,KANPUR NAGAR,UTTAR PRADESH,26.4220000,80.3255833,26.422,80.32313,-53.90113000000001
